,Mouse ID,Drug Regimen,Sex,Age_months,Weight (g),Timepoint,Tumor Volume (mm3),Metastatic Sites,timepoint ID,Duplicate
818,f234,Stelasyn,Male,14,28,15,48.73519714,1,f23415,False
819,f234,Stelasyn,Male,14,28,20,51.11271293,2,f23420,False
820,f234,Stelasyn,Male,14,28,25,52.17860221,2,f23425,False
821,f234,Stelasyn,Male,14,28,30,56.87381654,2,f23430,False
822,f234,Stelasyn,Male,14,28,35,57.74875831,2,f23435,False
823,f278,Ketapril,Male,12,30,0,45.0,0,f2780,False
824,f278,Ketapril,Male,12,30,5,48.19457788,0,f2785,False
825,f345,Infubinol,Male,23,26,0,45.0,0,f3450,False
826,f345,Infubinol,Male,23,26,5,45.5911466,0,f3455,False
827,f345,Infubinol,Male,23,26,10,47.22244619,0,f34510,False
828,f345,Infubinol,Male,23,26,15,48.35223854,0,f34515,False
829,f345,Infubinol,Male,23,26,20,49.61338303,0,f34520,False
830,f345,Infubinol,Male,23,26,25,53.0788944,0,f34525,False
831,f345,Infubinol,Male,23,26,30,54.36379731,1,f34530,False
832,f345,Infubinol,Male,23,26,35,56.52332726,1,f34535,False
833,f345,Infubinol,Male,23,26,40,58.31559250000001,1,f34540,False
834,f345,Infubinol,Male,23,26,45,60.91876652,1,f34545,False
835,f394,Zoniferol,Male,19,30,0,45.0,0,f3940,False
836,f394,Zoniferol,Male,19,30,5,47.03309963,0,f3945,False
837,f436,Ceftamin,Female,3,25,0,45.0,0,f4360,False
838,f436,Ceftamin,Female,3,25,5,46.37079759,1,f4365,False
839,f436,Ceftamin,Female,3,25,10,48.14697758,2,f43610,False
840,f436,Ceftamin,Female,3,25,15,48.72207785,2,f43615,False
841,f545,Zoniferol,Female,20,26,0,45.0,0,f5450,False
842,f545,Zoniferol,Female,20,26,5,46.56581263,0,f5455,False
843,f545,Zoniferol,Female,20,26,10,51.07251225,0,f54510,False
844,f545,Zoniferol,Female,20,26,15,53.94554429,1,f54515,False
845,f545,Zoniferol,Female,20,26,20,58.84118888,1,f54520,False
846,f545,Zoniferol,Female,20,26,25,60.25348139,1,f54525,False
847,f545,Zoniferol,Female,20,26,30,65.89398607,1,f54530,False
848,f545,Zoniferol,Female,20,26,35,66.74292417,1,f54535,False
849,f545,Zoniferol,Female,20,26,40,71.10811835,1,f54540,False
850,f545,Zoniferol,Female,20,26,45,73.32443228,1,f54545,False
851,f932,Ketapril,Male,15,29,0,45.0,0,f9320,False
852,f993,Naftisol,Male,21,28,0,45.0,0,f9930,False
853,f993,Naftisol,Male,21,28,5,46.39575966,0,f9935,False
854,f993,Naftisol,Male,21,28,10,48.18537323,0,f99310,False
855,f993,Naftisol,Male,21,28,15,49.10697473,1,f99315,False
856,f993,Naftisol,Male,21,28,20,52.07951009,1,f99320,False
857,g107,Ketapril,Female,2,29,0,45.0,0,g1070,False
858,g107,Ketapril,Female,2,29,5,48.79166496,0,g1075,False
859,g107,Ketapril,Female,2,29,10,53.43598668,0,g10710,False
860,g107,Ketapril,Female,2,29,15,58.13554485,0,g10715,False
861,g107,Ketapril,Female,2,29,20,62.70603145,0,g10720,False
862,g107,Ketapril,Female,2,29,25,64.66362579,0,g10725,False
863,g107,Ketapril,Female,2,29,30,69.16051982,0,g10730,False
864,g107,Ketapril,Female,2,29,35,71.90511721,0,g10735,False
865,g296,Zoniferol,Female,14,29,0,45.0,0,g2960,False
866,g296,Zoniferol,Female,14,29,5,46.59323337,0,g2965,False
867,g296,Zoniferol,Female,14,29,10,48.26950861,0,g29610,False
868,g296,Zoniferol,Female,14,29,15,49.65324404,1,g29615,False
869,g296,Zoniferol,Female,14,29,20,51.4471183,2,g29620,False
870,g296,Zoniferol,Female,14,29,25,55.6701066,3,g29625,False
871,g296,Zoniferol,Female,14,29,30,57.99770642,3,g29630,False
872,g296,Zoniferol,Female,14,29,35,60.38451978,4,g29635,False
873,g296,Zoniferol,Female,14,29,40,62.22191493,4,g29640,False
874,g296,Zoniferol,Female,14,29,45,68.16319517,4,g29645,False
875,g497,Ketapril,Male,19,28,0,45.0,0,g4970,False
876,g497,Ketapril,Male,19,28,5,48.78206878,0,g4975,False
877,g497,Ketapril,Male,19,28,10,49.6470865,0,g49710,False
878,g497,Ketapril,Male,19,28,15,53.64616804,1,g49715,False
879,g497,Ketapril,Male,19,28,20,55.09699356,1,g49720,False
880,g497,Ketapril,Male,19,28,25,57.52444611,2,g49725,False
881,g497,Ketapril,Male,19,28,30,61.108185999999996,2,g49730,False
882,g497,Ketapril,Male,19,28,35,64.09488929999999,2,g49735,False
883,g497,Ketapril,Male,19,28,40,67.74281406,2,g49740,False
884,g497,Ketapril,Male,19,28,45,69.87225079,2,g49745,False
885,g558,Propriva,Male,8,29,0,45.0,0,g5580,False
886,g558,Propriva,Male,8,29,5,46.18874193,0,g5585,False
887,g558,Propriva,Male,8,29,10,50.09475382,0,g55810,False
888,g558,Propriva,Male,8,29,15,51.007258,0,g55815,False
889,g558,Propriva,Male,8,29,20,55.09009691,1,g55820,False
890,g558,Propriva,Male,8,29,25,55.75408257,2,g55825,False
891,g558,Propriva,Male,8,29,30,58.95282911,3,g55830,False
892,g558,Propriva,Male,8,29,35,60.86215883,4,g55835,False
893,g558,Propriva,Male,8,29,40,61.77496268,4,g55840,False
894,g570,Propriva,Male,16,29,0,45.0,0,g5700,False
895,g570,Propriva,Male,16,29,5,47.65642436,1,g5705,False
896,g570,Propriva,Male,16,29,10,49.18823167,1,g57010,False
897,g570,Propriva,Male,16,29,15,52.6826954,1,g57015,False
898,g570,Propriva,Male,16,29,20,54.64329541,1,g57020,False
899,g570,Propriva,Male,16,29,25,56.8494056,1,g57025,False
900,g570,Propriva,Male,16,29,30,60.32871705,1,g57030,False
901,g570,Propriva,Male,16,29,35,62.3304204,2,g57035,False
902,g570,Propriva,Male,16,29,40,68.52585616,2,g57040,False
903,g570,Propriva,Male,16,29,45,70.49278763,2,g57045,False
904,g867,Stelasyn,Female,9,25,0,45.0,0,g8670,False
905,g867,Stelasyn,Female,9,25,5,46.88074916,0,g8675,False
906,g867,Stelasyn,Female,9,25,10,48.18340167,0,g86710,False
907,g867,Stelasyn,Female,9,25,15,51.06041924,1,g86715,False
908,g989,Propriva,Female,21,26,0,45.0,0,g9890,False
910,g989,Propriva,Female,21,26,5,48.78680146,0,g9895,False
912,g989,Propriva,Female,21,26,10,51.74515613,0,g98910,False
914,g989,Propriva,Female,21,26,15,51.32585207,1,g98915,False
916,g989,Propriva,Female,21,26,20,55.32612202,1,g98920,False
918,g989,Propriva,Female,21,26,25,56.04556353,1,g98925,False
919,g989,Propriva,Female,21,26,30,59.08229394,1,g98930,False
920,g989,Propriva,Female,21,26,35,62.57087961,2,g98935,False
921,h246,Ketapril,Male,13,30,0,45.0,0,h2460,False
922,h246,Ketapril,Male,13,30,5,49.47041702,0,h2465,False
923,h246,Ketapril,Male,13,30,10,51.36886216,1,h24610,False
924,h246,Ketapril,Male,13,30,15,56.18432701,1,h24615,False
925,h246,Ketapril,Male,13,30,20,57.93591218,1,h24620,False
926,h246,Ketapril,Male,13,30,25,59.5488537,1,h24625,False
927,h246,Ketapril,Male,13,30,30,63.59960954,1,h24630,False
928,h246,Ketapril,Male,13,30,35,67.2112701,2,h24635,False
929,h246,Ketapril,Male,13,30,40,71.15083468,2,h24640,False
930,h246,Ketapril,Male,13,30,45,74.10408567,2,h24645,False
931,h333,Stelasyn,Male,21,27,0,45.0,0,h3330,False
932,h333,Stelasyn,Male,21,27,5,45.75172728,0,h3335,False
933,h333,Stelasyn,Male,21,27,10,46.23384414,1,h33310,False
934,h333,Stelasyn,Male,21,27,15,50.69260358,2,h33315,False
935,h333,Stelasyn,Male,21,27,20,51.99780618,2,h33320,False
936,h333,Stelasyn,Male,21,27,25,53.73091434,2,h33325,False
937,h333,Stelasyn,Male,21,27,30,55.45528975,2,h33330,False
938,h428,Ketapril,Female,1,27,0,45.0,0,h4280,False
939,h531,Ceftamin,Male,5,27,0,45.0,0,h5310,False
940,h531,Ceftamin,Male,5,27,5,47.784681799999994,0,h5315,False
941,i386,Infubinol,Female,23,29,0,45.0,0,i3860,False
942,i386,Infubinol,Female,23,29,5,46.85369669,1,i3865,False
943,i386,Infubinol,Female,23,29,10,49.86154739,2,i38610,False
944,i386,Infubinol,Female,23,29,15,51.73656088,2,i38615,False
945,i386,Infubinol,Female,23,29,20,55.08772445,2,i38620,False
946,i386,Infubinol,Female,23,29,25,56.68786392,3,i38625,False
947,i386,Infubinol,Female,23,29,30,59.13364029,3,i38630,False
948,i386,Infubinol,Female,23,29,35,64.92542037,3,i38635,False
949,i386,Infubinol,Female,23,29,40,67.28962147,4,i38640,False
950,i477,Placebo,Female,3,30,0,45.0,0,i4770,False
951,i477,Placebo,Female,3,30,5,46.65738471,0,i4775,False
952,i477,Placebo,Female,3,30,10,47.52063206,0,i47710,False
953,i635,Propriva,Male,21,26,0,45.0,0,i6350,False
954,i635,Propriva,Male,21,26,5,47.23593715,0,i6355,False
955,i635,Propriva,Male,21,26,10,48.68575605,1,i63510,False
956,i635,Propriva,Male,21,26,15,49.53689775,1,i63515,False
957,i635,Propriva,Male,21,26,20,51.87706189,1,i63520,False
958,i635,Propriva,Male,21,26,25,52.92882323,1,i63525,False
959,i635,Propriva,Male,21,26,30,53.5970382,2,i63530,False
960,i635,Propriva,Male,21,26,35,55.67999656,2,i63535,False
961,i635,Propriva,Male,21,26,40,56.84243514,3,i63540,False
962,i635,Propriva,Male,21,26,45,58.63340414,3,i63545,False
963,i669,Placebo,Female,18,27,0,45.0,0,i6690,False
964,i669,Placebo,Female,18,27,5,46.76466824,1,i6695,False
965,i669,Placebo,Female,18,27,10,48.2816334,1,i66910,False
966,i669,Placebo,Female,18,27,15,48.857600700000006,1,i66915,False
967,i669,Placebo,Female,18,27,20,50.87369027,1,i66920,False
968,i669,Placebo,Female,18,27,25,53.30318455,2,i66925,False
969,i901,Stelasyn,Male,23,29,0,45.0,0,i9010,False
970,i901,Stelasyn,Male,23,29,5,46.49302392,0,i9015,False
971,i901,Stelasyn,Male,23,29,10,50.42124982,0,i90110,False
972,i901,Stelasyn,Male,23,29,15,51.41964239,0,i90115,False
973,i901,Stelasyn,Male,23,29,20,55.97440502,0,i90120,False
974,i901,Stelasyn,Male,23,29,25,56.575194999999994,0,i90125,False
975,i901,Stelasyn,Male,23,29,30,60.59185755,0,i90130,False
976,i901,Stelasyn,Male,23,29,35,62.12733561,0,i90135,False
977,i901,Stelasyn,Male,23,29,40,64.30345451,0,i90140,False
978,i901,Stelasyn,Male,23,29,45,65.34181087,0,i90145,False
979,j235,Placebo,Male,6,30,0,45.0,0,j2350,False
980,j235,Placebo,Male,6,30,5,46.58881978,0,j2355,False
981,j235,Placebo,Male,6,30,10,48.01878792,1,j23510,False
982,j235,Placebo,Male,6,30,15,51.16113815,1,j23515,False
983,j235,Placebo,Male,6,30,20,52.94290169,1,j23520,False
984,j296,Ceftamin,Female,24,30,0,45.0,0,j2960,False
985,j296,Ceftamin,Female,24,30,5,46.79925591,1,j2965,False
986,j296,Ceftamin,Female,24,30,10,48.52997762,2,j29610,False
987,j296,Ceftamin,Female,24,30,15,50.70127959,2,j29615,False
988,j296,Ceftamin,Female,24,30,20,54.00534209,3,j29620,False
989,j296,Ceftamin,Female,24,30,25,55.76714817,3,j29625,False
990,j296,Ceftamin,Female,24,30,30,56.80306121,3,j29630,False
991,j296,Ceftamin,Female,24,30,35,58.71448296,3,j29635,False
992,j296,Ceftamin,Female,24,30,40,60.07268848,3,j29640,False
993,j296,Ceftamin,Female,24,30,45,61.84902336,3,j29645,False
994,j365,Zoniferol,Male,24,28,0,45.0,0,j3650,False
995,j365,Zoniferol,Male,24,28,5,46.7112611,0,j3655,False
996,j365,Zoniferol,Male,24,28,10,48.34932028,0,j36510,False
997,j365,Zoniferol,Male,24,28,15,49.58826336,0,j36515,False
998,j365,Zoniferol,Male,24,28,20,50.93935278,1,j36520,False
999,j365,Zoniferol,Male,24,28,25,51.810320399999995,1,j36525,False
1000,j365,Zoniferol,Male,24,28,30,54.40488176,1,j36530,False
1001,j365,Zoniferol,Male,24,28,35,56.96120016,2,j36535,False
1002,j365,Zoniferol,Male,24,28,40,62.32717066,2,j36540,False
1003,j365,Zoniferol,Male,24,28,45,64.29408493,2,j36545,False
1004,j755,Naftisol,Male,23,27,0,45.0,0,j7550,False
1005,j755,Naftisol,Male,23,27,5,47.24284357,0,j7555,False
1006,j755,Naftisol,Male,23,27,10,48.16706083,0,j75510,False
1007,j755,Naftisol,Male,23,27,15,51.45397391,0,j75515,False
1008,j755,Naftisol,Male,23,27,20,55.49660753,1,j75520,False
1009,j755,Naftisol,Male,23,27,25,58.05581822,1,j75525,False
1010,j755,Naftisol,Male,23,27,30,60.00720978,1,j75530,False
1011,j755,Naftisol,Male,23,27,35,62.7328576,1,j75535,False
1012,j755,Naftisol,Male,23,27,40,67.2077103,1,j75540,False
1013,j755,Naftisol,Male,23,27,45,69.56362076,1,j75545,False
1014,j984,Stelasyn,Female,2,30,0,45.0,0,j9840,False
1015,j984,Stelasyn,Female,2,30,5,48.41072109,1,j9845,False
1016,j984,Stelasyn,Female,2,30,10,50.14108401,1,j98410,False
1017,j984,Stelasyn,Female,2,30,15,51.16675687,1,j98415,False
1018,j984,Stelasyn,Female,2,30,20,54.37251567,1,j98420,False
1019,j984,Stelasyn,Female,2,30,25,57.06435479,1,j98425,False
1020,j984,Stelasyn,Female,2,30,30,61.24050573,1,j98430,False
1021,j984,Stelasyn,Female,2,30,35,64.05539896,1,j98435,False
1022,j984,Stelasyn,Female,2,30,40,67.77708036,1,j98440,False
1023,j984,Stelasyn,Female,2,30,45,70.65383162,1,j98445,False
1024,k210,Ceftamin,Male,15,28,0,45.0,0,k2100,False
1025,k210,Ceftamin,Male,15,28,5,47.91899771,0,k2105,False
1026,k210,Ceftamin,Male,15,28,10,49.37993231,0,k21010,False
1027,k210,Ceftamin,Male,15,28,15,51.07355752,0,k21015,False
1028,k210,Ceftamin,Male,15,28,20,51.99761855,0,k21020,False
1029,k210,Ceftamin,Male,15,28,25,54.61397279,0,k21025,False
1030,k210,Ceftamin,Male,15,28,30,59.98950976,1,k21030,False
1031,k210,Ceftamin,Male,15,28,35,63.32933023,1,k21035,False
1032,k210,Ceftamin,Male,15,28,40,66.62283628,2,k21040,False
1033,k210,Ceftamin,Male,15,28,45,68.92318457,3,k21045,False
1034,k382,Ketapril,Male,22,29,0,45.0,0,k3820,False
1035,k382,Ketapril,Male,22,29,5,46.27499735,1,k3825,False
1036,k382,Ketapril,Male,22,29,10,50.18096763,1,k38210,False
1037,k382,Ketapril,Male,22,29,15,54.42916821,1,k38215,False
1038,k382,Ketapril,Male,22,29,20,57.82435071,2,k38220,False
1039,k382,Ketapril,Male,22,29,25,59.50390392,3,k38225,False
1040,k382,Ketapril,Male,22,29,30,63.46944155,4,k38230,False
1041,k382,Ketapril,Male,22,29,35,66.07918483,4,k38235,False
1042,k382,Ketapril,Male,22,29,40,67.42095521,4,k38240,False
1043,k382,Ketapril,Male,22,29,45,73.71561899999999,4,k38245,False
1044,k483,Infubinol,Female,20,30,0,45.0,0,k4830,False
1045,k483,Infubinol,Female,20,30,5,46.61105571,0,k4835,False
1046,k483,Infubinol,Female,20,30,10,50.29604123,1,k48310,False
1047,k483,Infubinol,Female,20,30,15,53.24445813,1,k48315,False
1048,k483,Infubinol,Female,20,30,20,54.77896052,1,k48320,False
1049,k483,Infubinol,Female,20,30,25,57.43200731,2,k48325,False
1050,k483,Infubinol,Female,20,30,30,59.74707708,2,k48330,False
1051,k483,Infubinol,Female,20,30,35,60.54156159,2,k48335,False
1052,k483,Infubinol,Female,20,30,40,64.13872489,3,k48340,False
1053,k483,Infubinol,Female,20,30,45,66.19691151,3,k48345,False
1054,k510,Stelasyn,Female,8,27,0,45.0,0,k5100,False
1055,k510,Stelasyn,Female,8,27,5,46.608467100000006,0,k5105,False
1056,k510,Stelasyn,Female,8,27,10,47.65824979999999,1,k51010,False
1057,k510,Stelasyn,Female,8,27,15,49.687051700000005,1,k51015,False
1058,k510,Stelasyn,Female,8,27,20,52.10557382,1,k51020,False
1059,k603,Propriva,Male,2,27,0,45.0,0,k6030,False
1060,k603,Propriva,Male,2,27,5,46.04211582,0,k6035,False
1061,k603,Propriva,Male,2,27,10,46.60694676,0,k60310,False
1062,k603,Propriva,Male,2,27,15,48.775285499999995,0,k60315,False
1063,k603,Propriva,Male,2,27,20,50.18010935,0,k60320,False
1064,k754,Zoniferol,Female,8,26,0,45.0,0,k7540,False
1065,k754,Zoniferol,Female,8,26,5,45.7277604,0,k7545,False
1066,k754,Zoniferol,Female,8,26,10,49.74611666,0,k75410,False
1067,k754,Zoniferol,Female,8,26,15,51.32356994,0,k75415,False
1068,k754,Zoniferol,Female,8,26,20,52.69342276,1,k75420,False
1069,k804,Infubinol,Female,23,29,0,45.0,0,k8040,False
1070,k804,Infubinol,Female,23,29,5,48.26620364,0,k8045,False
1071,k804,Infubinol,Female,23,29,10,49.47124419,0,k80410,False
1072,k804,Infubinol,Female,23,29,15,50.47761824,0,k80415,False
1073,k804,Infubinol,Female,23,29,20,54.48451945,0,k80420,False
1074,k804,Infubinol,Female,23,29,25,55.67480798,1,k80425,False
1075,k804,Infubinol,Female,23,29,30,59.24061511,2,k80430,False
1076,k804,Infubinol,Female,23,29,35,62.11727887,2,k80435,False
1077,k862,Stelasyn,Female,13,25,0,45.0,0,k8620,False
1078,k862,Stelasyn,Female,13,25,5,49.20305786,0,k8625,False
1079,k862,Stelasyn,Female,13,25,10,50.52355007,1,k86210,False
1080,k862,Stelasyn,Female,13,25,15,54.47453362,1,k86215,False
1081,k862,Stelasyn,Female,13,25,20,57.05784818,1,k86220,False
1082,k862,Stelasyn,Female,13,25,25,58.7192973,2,k86225,False
1083,k862,Stelasyn,Female,13,25,30,60.60543979,3,k86230,False
1084,k862,Stelasyn,Female,13,25,35,66.58072244,3,k86235,False
1085,k862,Stelasyn,Female,13,25,40,67.57134128,4,k86240,False
1086,k862,Stelasyn,Female,13,25,45,69.29914907,4,k86245,False
1087,k894,Zoniferol,Female,13,29,0,45.0,0,k8940,False
1088,k894,Zoniferol,Female,13,29,5,47.64568674,0,k8945,False
1089,k894,Zoniferol,Female,13,29,10,49.27287011,1,k89410,False
1090,k894,Zoniferol,Female,13,29,15,49.987765700000004,1,k89415,False
1091,k894,Zoniferol,Female,13,29,20,50.98163936,1,k89420,False
1092,k894,Zoniferol,Female,13,29,25,52.32583833,2,k89425,False
1093,k894,Zoniferol,Female,13,29,30,54.40012279,3,k89430,False
1094,k894,Zoniferol,Female,13,29,35,55.36266238,4,k89435,False
1095,k894,Zoniferol,Female,13,29,40,58.64705616,4,k89440,False
1096,k894,Zoniferol,Female,13,29,45,60.75270417,4,k89445,False
1097,l215,Propriva,Male,10,29,0,45.0,0,l2150,False
1098,l215,Propriva,Male,10,29,5,49.48194935,1,l2155,False
1099,l215,Propriva,Male,10,29,10,53.653969599999996,1,l21510,False
1100,l264,Ketapril,Female,15,30,0,45.0,0,l2640,False
1101,l264,Ketapril,Female,15,30,5,46.66876646,0,l2645,False
1102,l264,Ketapril,Female,15,30,10,50.65958094,0,l26410,False
1103,l471,Ceftamin,Female,7,28,0,45.0,0,l4710,False
1104,l471,Ceftamin,Female,7,28,5,46.25187204,0,l4715,False
1105,l471,Ceftamin,Female,7,28,10,48.18206306,0,l47110,False
1106,l471,Ceftamin,Female,7,28,15,49.40687901,0,l47115,False
1107,l471,Ceftamin,Female,7,28,20,52.22832698,0,l47120,False
1108,l471,Ceftamin,Female,7,28,25,52.84755893,1,l47125,False
1109,l471,Ceftamin,Female,7,28,30,58.09360446,1,l47130,False
1110,l471,Ceftamin,Female,7,28,35,61.40599916,1,l47135,False
1111,l471,Ceftamin,Female,7,28,40,63.84485785,1,l47140,False
1112,l471,Ceftamin,Female,7,28,45,67.74866174,1,l47145,False
1113,l490,Ceftamin,Male,24,26,0,45.0,0,l4900,False
1114,l490,Ceftamin,Male,24,26,5,45.61253918,1,l4905,False
1115,l490,Ceftamin,Male,24,26,10,47.25960594,1,l49010,False
1116,l490,Ceftamin,Male,24,26,15,50.52481268,1,l49015,False
1117,l490,Ceftamin,Male,24,26,20,51.90544699,1,l49020,False
1118,l490,Ceftamin,Male,24,26,25,55.81003359,2,l49025,False
1119,l490,Ceftamin,Male,24,26,30,57.91838132,3,l49030,False
1120,l558,Ceftamin,Female,13,30,0,45.0,0,l5580,False
1121,l558,Ceftamin,Female,13,30,5,45.80908882,0,l5585,False
1122,l558,Ceftamin,Female,13,30,10,46.78453491,0,l55810,False
1123,l661,Ceftamin,Male,18,26,0,45.0,0,l6610,False
1124,l661,Ceftamin,Male,18,26,5,46.26879904,0,l6615,False
1125,l661,Ceftamin,Male,18,26,10,49.68361956,0,l66110,False
1126,l661,Ceftamin,Male,18,26,15,50.94754484,1,l66115,False
1127,l661,Ceftamin,Male,18,26,20,52.61749003,1,l66120,False
1128,l661,Ceftamin,Male,18,26,25,53.18065678,2,l66125,False
1129,l661,Ceftamin,Male,18,26,30,55.32909936,2,l66130,False
1130,l661,Ceftamin,Male,18,26,35,56.47412871,2,l66135,False
1131,l661,Ceftamin,Male,18,26,40,59.20566876,3,l66140,False
1132,l661,Ceftamin,Male,18,26,45,59.85195552,3,l66145,False
1133,l700,Naftisol,Female,18,27,0,45.0,0,l7000,False
1134,l700,Naftisol,Female,18,27,5,45.91837165,0,l7005,False
1135,l700,Naftisol,Female,18,27,10,47.01356652,1,l70010,False
1136,l700,Naftisol,Female,18,27,15,49.04022529,1,l70015,False
1137,l700,Naftisol,Female,18,27,20,50.73476811,1,l70020,False
1138,l700,Naftisol,Female,18,27,25,54.23450181,1,l70025,False
1139,l700,Naftisol,Female,18,27,30,56.653215,1,l70030,False
1140,l700,Naftisol,Female,18,27,35,61.46260354,1,l70035,False
1141,l700,Naftisol,Female,18,27,40,62.98667798,1,l70040,False
1142,l700,Naftisol,Female,18,27,45,63.94664044,1,l70045,False
1143,l725,Naftisol,Female,8,26,0,45.0,0,l7250,False
1144,l725,Naftisol,Female,8,26,5,48.73631881,1,l7255,False
1145,l725,Naftisol,Female,8,26,10,50.82391154,2,l72510,False
1146,l725,Naftisol,Female,8,26,15,54.24456268,2,l72515,False
1147,l725,Naftisol,Female,8,26,20,59.61515479999999,2,l72520,False
1148,l725,Naftisol,Female,8,26,25,65.00882889,2,l72525,False
1149,l725,Naftisol,Female,8,26,30,66.59954515,3,l72530,False
1150,l725,Naftisol,Female,8,26,35,69.12570173,3,l72535,False
1151,l725,Naftisol,Female,8,26,40,73.69349382,3,l72540,False
1152,l725,Naftisol,Female,8,26,45,76.66881742,3,l72545,False
1153,l733,Ceftamin,Female,4,30,0,45.0,0,l7330,False
1154,l733,Ceftamin,Female,4,30,5,46.17422627,0,l7335,False
1155,l733,Ceftamin,Female,4,30,10,48.35495154,0,l73310,False
1156,l733,Ceftamin,Female,4,30,15,49.28519504,0,l73315,False
1157,l733,Ceftamin,Female,4,30,20,53.24431157,1,l73320,False
1158,l733,Ceftamin,Female,4,30,25,54.95166826,1,l73325,False
1159,l733,Ceftamin,Female,4,30,30,56.31906537,1,l73330,False
1160,l733,Ceftamin,Female,4,30,35,57.60079774,1,l73335,False
1161,l733,Ceftamin,Female,4,30,40,59.44350649999999,1,l73340,False
1162,l733,Ceftamin,Female,4,30,45,64.29983003,1,l73345,False
1163,l872,Placebo,Male,19,30,0,45.0,0,l8720,False
1164,m133,Naftisol,Female,2,26,0,45.0,0,m1330,False
1165,m133,Naftisol,Female,2,26,5,46.62130127,0,m1335,False
1166,m133,Naftisol,Female,2,26,10,47.50333803,0,m13310,False
1167,m133,Naftisol,Female,2,26,15,48.6652074,1,m13315,False
1168,m133,Naftisol,Female,2,26,20,52.63688249,1,m13320,False
1169,m133,Naftisol,Female,2,26,25,54.08243662,2,m13325,False
1170,m269,Stelasyn,Female,22,28,0,45.0,0,m2690,False
1171,m269,Stelasyn,Female,22,28,5,49.011180100000004,0,m2695,False
1172,m269,Stelasyn,Female,22,28,10,50.86013006,0,m26910,False
1173,m269,Stelasyn,Female,22,28,15,55.9053436,0,m26915,False
1174,m269,Stelasyn,Female,22,28,20,61.14586638,0,m26920,False
1175,m269,Stelasyn,Female,22,28,25,64.89301976,0,m26925,False
1176,m269,Stelasyn,Female,22,28,30,67.71250988,1,m26930,False
1177,m269,Stelasyn,Female,22,28,35,68.68991735,1,m26935,False
1178,m269,Stelasyn,Female,22,28,40,70.21464419,1,m26940,False
1179,m269,Stelasyn,Female,22,28,45,75.12368955,1,m26945,False
1180,m331,Zoniferol,Female,19,26,0,45.0,0,m3310,False
1181,m331,Zoniferol,Female,19,26,5,45.52301371,1,m3315,False
1182,m331,Zoniferol,Female,19,26,10,47.64687735,1,m33110,False
1183,m331,Zoniferol,Female,19,26,15,52.11008758,1,m33115,False
1184,m550,Ketapril,Male,18,28,0,45.0,0,m5500,False
1185,m550,Ketapril,Male,18,28,5,49.05409736,1,m5505,False
1186,m550,Ketapril,Male,18,28,10,50.54803457,2,m55010,False
1187,m550,Ketapril,Male,18,28,15,51.16606544,3,m55015,False
1188,m550,Ketapril,Male,18,28,20,53.75794476,3,m55020,False
1189,m550,Ketapril,Male,18,28,25,57.62068237,4,m55025,False
1190,m550,Ketapril,Male,18,28,30,60.85654272,4,m55030,False
1191,m550,Ketapril,Male,18,28,35,62.53915386,4,m55035,False
1192,m550,Ketapril,Male,18,28,40,68.21072019,4,m55040,False
1193,m550,Ketapril,Male,18,28,45,69.25350312,4,m55045,False
1194,m650,Ketapril,Male,15,27,0,45.0,0,m6500,False
1195,m650,Ketapril,Male,15,27,5,48.56249492,1,m6505,False
1196,m650,Ketapril,Male,15,27,10,50.96899763,1,m65010,False
1197,m650,Ketapril,Male,15,27,15,53.14955933,1,m65015,False
1198,m650,Ketapril,Male,15,27,20,56.777938799999994,2,m65020,False
1199,m650,Ketapril,Male,15,27,25,62.253596900000005,2,m65025,False
1200,m650,Ketapril,Male,15,27,30,64.90188755,3,m65030,False
1201,m650,Ketapril,Male,15,27,35,69.26574681,4,m65035,False
1202,m650,Ketapril,Male,15,27,40,70.79706787,4,m65040,False
1203,m650,Ketapril,Male,15,27,45,73.90139912,4,m65045,False
1204,m756,Infubinol,Male,19,30,0,45.0,0,m7560,False
1205,m756,Infubinol,Male,19,30,5,47.01036401,1,m7565,False
1206,n304,Naftisol,Male,9,26,0,45.0,0,n3040,False
1207,n304,Naftisol,Male,9,26,5,46.43121629,0,n3045,False
1208,n304,Naftisol,Male,9,26,10,47.20125097,0,n30410,False
1209,n304,Naftisol,Male,9,26,15,48.47797895,0,n30415,False
1210,n304,Naftisol,Male,9,26,20,49.25330863,1,n30420,False
1211,n304,Naftisol,Male,9,26,25,53.97085924,2,n30425,False
1212,n304,Naftisol,Male,9,26,30,55.03901985,3,n30430,False
1213,n304,Naftisol,Male,9,26,35,57.12241926,4,n30435,False
1214,n304,Naftisol,Male,9,26,40,59.83050667,4,n30440,False
1215,n304,Naftisol,Male,9,26,45,63.58639514,4,n30445,False
1216,n482,Propriva,Female,4,29,0,45.0,0,n4820,False
1217,n630,Propriva,Female,15,29,0,45.0,0,n6300,False
1218,n630,Propriva,Female,15,29,5,46.09909969,0,n6305,False
1219,n671,Infubinol,Male,18,25,0,45.0,0,n6710,False
1220,n671,Infubinol,Male,18,25,5,47.35388938,0,n6715,False
1221,n671,Infubinol,Male,18,25,10,51.03935653,0,n67110,False
1222,n671,Infubinol,Male,18,25,15,54.21606411,0,n67115,False
1223,n671,Infubinol,Male,18,25,20,54.82252091,0,n67120,False
